simplified	traditional	freq	pinyin	eng
隔	隔	18056	ge2	to separate/to stand or lie between/to divide/to cut off
启	啓	18041	qi3	to open/to start
尖	尖	18036	jian1	point (of needle)/sharp/shrewd/pointed
忠	忠	18021	zhong1	loyal
累	累	18017	lei2/lei3/lei4	cumbersome, accumulate, implicate/tired
炎	炎	17971	yan2	flame/inflammation/-itis
暂	暫	17968	zan4	temporarily
估	估	17943	gu1/gu4	estimate, old/second-hand (clothes)
泛	泛	17928	fan4	broad/vast/float/pan-, float/general/vague
荒	荒	17924	huang1	out of practice/uncultivated
偿	償	17919	chang2	to compensate/pay back/to recompense
横	橫	17912	heng2/heng4	horizontal/across/(horizontal character stroke), unruly
拒	拒	17892	ju4	to resist/to repel/to refuse
瑞	瑞	17869	rui4	lucky/auspicious/propitious/rayl (acoustical unit)
忆	憶	17829	yi4	remember
孤	孤	17817	gu1	lone/lonely
鼻	鼻	17773	bi2	nose
闹	鬧	17764	nao4	make noise or disturbance
羊	羊	17763	yang2	(surname)/sheep
呆	呆	17746	dai1	foolish/stupid/no expression/stay, stay/stupid
厉	厲	17726	li4	severe
衡	衡	17719	heng2	to weigh/weight/measure
胞	胞	17702	bao1	the placenta/womb
零	零	17675	ling2	remnant/zero
穷	窮	17672	qiong2	exhausted/poor
舍	舍	17647	she3/she4	give up/abandon, residence
码	碼	17626	ma3	a weight/number/yard/pile/stack
赫	赫	17613	he4	(surname)/awe-inspiring
婆	婆	17603	po2	grandmother/matron/mother-in-law
魂	魂	17535	hun2	soul
灾	災	17531	zai1	disaster/calamity
洪	洪	17526	hong2	flood
腿	腿	17509	tui3	leg
胆	膽	17486	dan3	the gall/the nerve/courage/guts/gall bladder
津	津	17470	jin1	Tianjin/ferry
俗	俗	17463	su2	vulgar
辩	辯	17459	bian4	dispute/debate/argue/discuss
胸	胸	17392	xiong1	chest/bosom/heart/mind/thorax
晓	曉	17316	xiao3	dawn/to know/to tell (sb sth)/dawn
劲	勁	17307	jin4/jing4	strength, stalwart/sturdy
贫	貧	17263	pin2	poor
仁	仁	17263	ren2	humane
偶	偶	17246	ou3	accidental/image/pair/mate
辑	輯	17169	ji2	gather up/collect/edit/compile
邦	邦	17153	bang1	a state/country or nation
恢	恢	17123	hui1	to restore/to recover/great
赖	賴	17123	lai4	disclaim/rely/to blame
圈	圈	17115	juan1/juan4/quan1	to confine/enclose, pen (pig)/a fold, circle/ring/loop
摸	摸	17067	mo1/mo2	feel with the hand/to touch/to stroke/to grope/to feel (one's pulse), imitate/copy
仰	仰	16940	yang3	look up
润	潤	16922	run4	smooth/moist
堆	堆	16920	dui1	a pile/a mass/heap/stack
碰	碰	16919	peng4	to touch/to meet with/to bump
艇	艇	16868	ting3	small boat
稍	稍	16855	shao1	somewhat/a little
迟	遲	16808	chi2	late/delayed/slow
辆	輛	16767	liang4	(a measure word for vehicles)
废	廢	16754	fei4	abolish/crippled
净	淨	16751	jing4	clean, clean/completely/only
凶	兇	16707	xiong1	fierce, fierce/terrible/ominous
署	署	16641	shu3	office/bureau
壁	壁	16588	bi4	wall/rampart
御	御	16586	yu4	defend/imperial/to drive, defend/resist
奉	奉	16453	feng4	to receive (from superior)/to offer/to revere
旋	旋	16441	xuan2/xuan4	revolve, lathe/specially for an occasion
冬	冬	16368	dong1	winter
矿	礦	16360	kuang4	ore/mine
抬	抬	16315	tai2	to lift/to raise/(of two or more persons) to carry
蛋	蛋	16305	dan4	egg/oval shaped
晨	晨	16235	chen2	morning/dawn/daybreak
伏	伏	16181	fu2	conceal (ambush)/prostrate/submit
吹	吹	16180	chui1	to blow/blast/puff/boast/brag/end in failure
鸡	雞	16164	ji1	fowl/chicken
倍	倍	16102	bei4	(two, three, etc) -fold/times (multiplier)/double/to increase or multiply
糊	糊	16098	hu2/hu4	muddled/paste/scorched, paste/cream
秦	秦	16088	qin2	(surname)/name of a dynasty
盾	盾	16080	dun4	shield
杯	杯	16068	bei1	cup/a measure word
租	租	16052	zu1	rent/taxes
骑	騎	16037	qi2	to ride (an animal or bike)/to sit astride
乏	乏	16010	fa2	short of/tired
隆	隆	15979	long1/long2	sound of drums, grand/intense/prosperous/start (a fire)
诊	診	15931	zhen3	examine or treat medically
奴	奴	15917	nu2	slave
摄	攝	15801	she4	assist/collect/absorb
丧	喪	15731	sang1/sang4	mourning/funeral, lose (by death)
污	污	15696	wu1	see 污, dirt/filth
渡	渡	15692	du4	to cross/to pass through/to ferry
旗	旗	15665	qi2	banner/flag
甘	甘	15654	gan1	(surname)/sweet
耐	耐	15629	nai4	to be unbearable/unable to endure
凭	憑	15619	ping2	lean against/proof/to rely on/to depend on/to be based on
扎	扎	15600	za1/zha1/zha2	to tie/to bind, tie with string or ribbon/bind with rope or cord/to stop, to prick/to run or stick (a needle, etc.) into, penetrating (as of cold)/struggle
抢	搶	15596	qiang1/qiang3	against wind, fight over/to rush/to scramble/to grab/to rob/to snatch
绪	緒	15571	xu4	beginnings/clues/mental state/thread
粗	粗	15557	cu1	coarse/rough/thick/unfinished/vulgar/rude/crude
肩	肩	15528	jian1	shoulder
梁	梁	15387	liang2	(surname)/beam of roof/bridge, beam of roof
幻	幻	15371	huan4	fantasy
菲	菲	15365	fei1	rich/luxurious/phenanthrene (chemical)/Philippines
皆	皆	15357	jie1	all/each and every/in all cases
碎	碎	15334	sui4	to break down/to break into pieces/fragmentary
宙	宙	15331	zhou4	universe
叔	叔	15310	shu1	uncle in direct address
岩	巖	15279	yan2	cliff/rock, cliff
荡	蕩	15268	dang4	a pond/pool/wash/squander/sweep away/move/shake/dissolute
综	綜	15258	zong1	to sum up
爬	爬	15255	pa2	crawl/climb
荷	荷	15249	he2/he4	lotus, peppermint/to carry burden
悉	悉	15234	xi1	in all cases/know
蒂	蒂	15183	di4	stem (of fruit)
返	返	15179	fan3	to return (to)
井	井	15158	jing3	warn/well
壮	壯	15151	zhuang4	to strengthen/strong/robust
薄	薄	15150	bo2/bo4/bao2	mean/slight/thin, thin/slight/meagre/small/ungenerous/unkind/mean/frivolous/despise/belittle/to approach/to go near/peppermint
悄	悄	15141	qiao3/qiao1	quiet/sad
扫	掃	15140	sao3/sao4	to sweep, broom
敏	敏	15135	min3	keen
碍	礙	15121	ai4	to hinder/to obstruct/to block
殖	殖	15118	zhi2	grow/reproduce
详	詳	15099	xiang2	detailed/comprehensive
迪	迪	15073	di2	direct/follow
矛	矛	15059	mao2	spear/lance/pike
霍	霍	15034	huo4	(surname)/cholera
允	允	15027	yun3	just/fair/to permit/to allow
幅	幅	15021	fu2	(measure word for textile or picture)/width/roll
撒	撒	15003	sa1/sa3	let go, to scatter
剩	剩	14996	sheng4	have as remainder
凯	凱	14990	kai3	triumphant/victorious
颗	顆	14987	ke1	(measure word for small spheres)
骂	罵	14976	ma4	scold/abuse
赏	賞	14946	shang3	enjoy the beauty of/give
液	液	14940	ye4	liquid/fluid
番	番	14927	fan1/pan1	(measure word for acts)/deeds/foreign, (surname)/place name
箱	箱	14913	xiang1	box/trunk/chest
贴	貼	14888	tie1	to stick/to paste/to keep close to/to fit snugly/subsidize/allowance
漫	漫	14869	man4	free/unrestrained/inundate
酸	酸	14855	suan1	sour/sore/ache/acid
郎	郎	14845	lang2	(surname)/a youth
腰	腰	14841	yao1	waist
舒	舒	14833	shu1	(surname)/relax
眉	眉	14763	mei2	eyebrow/upper margin
忧	憂	14753	you1	worried
浮	浮	14717	fu2	to float
辛	辛	14713	xin1	8th heavenly stem/tired
恋	戀	14674	lian4	feel attached to/long for/love
餐	餐	14641	can1	eat/meal
吓	嚇	14620	xia4	to frighten/to scare/to intimidate/to threaten
挺	挺	14615	ting3	be straight and stiff/rather (good)
励	勵	14512	li4	exhort
辞	辭	14439	ci2	bid farewell/diction/resign/say goodbye/take leave/decline
艘	艘	14438	sao1/sou1	measure word for warships (Taiwan pronunciation), measure word for boats and ships (mainland pronunciation)
键	鍵	14434	jian4	(door lock) key
伍	伍	14425	wu3	associate with/five/company
峰	峯	14424	feng1	peak/summit
尺	尺	14422	chi3	a Chinese foot (M)/one-third of a meter/a ruler/a note musical note on traditional Chinese scale
昨	昨	14406	zuo2	yesterday
黎	黎	14389	li2	(surname)/black/abbreviation for Lebanon
辈	輩	14384	bei4	contemporaries/generation/lifetime
贯	貫	14361	guan4	pierce/to string
侦	偵	14329	zhen1	to scout/to spy
滑	滑	14303	gu3/hua2	comical, comical/cunning/slippery/smooth
券	券	14293	quan4	deed/bond/contract/ticket
崇	崇	14262	chong2	high/dignified/lofty/to honor
扰	擾	14252	rao3	disturb
宪	憲	14251	xian4	statute/constitution
绕	繞	14172	rao4	go around/to wind (around)
趋	趨	14160	qu1	to hasten/to hurry/walk fast
慈	慈	14141	ci2	compassionate/gentle/merciful/kind/humane
乔	喬	14107	qiao2	tall
阅	閱	14067	yue4	peruse/review/to read
汗	汗	14011	han4	perspiration/sweat
枝	枝	13982	zhi1	branch/(a measure word)
拖	拖	13973	tuo1	dragging (brush stroke in painting)/to drag along
墨	墨	13959	mo4	China ink/ink stick
胁	脅	13948	xie2	side of body/threaten
插	插	13938	cha1	insert/stick in/pierce/to take part in/to interfere/to interpose
箭	箭	13922	jian4	arrow
腊	臘	13892	la4	preserved (meat), December/preserved (meat)
粉	粉	13874	fen3	dust/powder
泥	泥	13874	ni2/ni4	mud/paste/pulp, restrained
氏	氏	13868	shi4	clan name/maiden name
彭	彭	13866	peng2	(surname)
拔	拔	13865	ba2	pull up/pull out/select/promote
骗	騙	13854	pian4	to cheat/to swindle/to deceive/to fool
凤	鳳	13817	feng4	phoenix
慧	慧	13810	hui4	intelligent
媒	媒	13802	mei2	medium/intermediary/matchmaker/go-between
佩	佩	13784	pei4	to respect/wear (belt, etc.), girdle ornaments
愤	憤	13749	fen4	indignant/anger/resentment
扑	撲	13748	pu1	to rush at/to throw oneself on, rush on
龄	齡	13733	ling2	age
驱	驅	13692	qu1	to expel/to urge on/to drive/to run quickly
惜	惜	13687	xi1	pity, regret, rue, begrudge
豪	豪	13680	hao2	grand/heroic
掩	掩	13680	yan3	cover up/to surprise
兼	兼	13656	jian1	double/twice/simultaneous/holding two or more (official) posts at the same time
跃	躍	13645	yue4	to jump/to leap
尸	屍	13609	shi1	corpse
肃	肅	13581	su4	Gansu/respectful
帕	帕	13566	pa4	handkerchief
驶	駛	13537	shi3	hasten/proceed to/sail a vessel
堡	堡	13533	bao3/pu4	an earthwork/castle/position of defense/stronghold, character used in place names
届	屆	13521	jie4	arrive at (place or time)/period/to become due/measure words for events (e.g., meetings, elections)
欣	欣	13500	xin1	happy
惠	惠	13492	hui4	favor/kind act (from above)
册	冊	13462	ce4	book/a measure word for books/booklet
储	儲	13408	chu3	savings/to save/to deposit/to store/(a surname)
飘	飄	13357	piao1	to float
桑	桑	13328	sang1	mulberry tree
闲	閒	13316	xian2	to stay idle/to be unoccupied/not busy/leisure/enclosure
惨	慘	13314	can3	miserable/wretched/cruel/inhuman/seriously/badly/tragic
洁	潔	13261	jie2	clean
踪	蹤	13193	zong1	footprint/trace/tracks
勃	勃	13183	bo2	flourishing/prosperous/suddenly/abruptly
宾	賓	13149	bin1	visitor/guest
频	頻	13127	pin2	frequency/frequently/repetitious
仇	仇	13118	chou2/qiu2	hatred/animosity/enmity/a rival/an enemy/feud, (surname)/match/mate
磨	磨	13082	mo2/mo4	to sharpen/to delay/hardship/to grind/to rub, grindstone
递	遞	13012	di4	to hand over/to pass/to give
邪	邪	12952	xie2	demonical/iniquitous/nefarious
撞	撞	12894	zhuang4	to hit/to strike/to meet by accident/to run into/to bump against/to bump into
拟	擬	12885	ni3	plan to
滚	滾	12863	gun3	to boil/to roll
奏	奏	12859	zou4	present a memorial
巡	巡	12852	xun2	to patrol/to make one's rounds
颜	顏	12837	yan2	(surname)/color/countenance
剂	劑	12821	ji4	dose
绩	績	12789	ji1/ji4	merit/accomplishment
贡	貢	12785	gong4	tribute/gifts
疯	瘋	12771	feng1	insane/mad/wild
坡	坡	12758	po1	slope
瞧	瞧	12745	qiao2	look at
截	截	12718	jie2	a section/cut off (a length)
燃	燃	12708	ran2	burn/combustion
焦	焦	12684	jiao1	burnt/scorched/worried/anxious
殿	殿	12667	dian4	palace hall
伪	僞	12654	wei3	false/fake/forged/bogus
柳	柳	12642	liu3	willow/Liu (a surname)
锁	鎖	12638	suo3	to lock up/to lock
逼	逼	12623	bi1	close to/compel, force/compel/drive/press for/extort/press on towards/press up to/close in on/close
颇	頗	12605	po1	quite/rather/uneven/sloping
昏	昏	12600	hun1	muddle-headed/twilight/to faint/to lose consciousness
劝	勸	12587	quan4	to advise/to urge/to try to persuade/exhort
呈	呈	12567	cheng2	to assume (a form)/to submit/to petition/to show/to present/to offer
搜	搜	12537	sou1	to search
勤	勤	12536	qin2	diligent/frequent
戒	戒	12510	jie4	swear off/warn against
驾	駕	12492	jia4	to drive/to draw/to harness/to mount
漂	漂	12488	piao1/piao3/piao4	to float/to drift, to bleach, elegant/polished
饮	飲	12453	yin3	drink
曹	曹	12443	cao2	a company/a class/a generation/(a surname)
朵	朵	12435	duo3	M for flowers
仔	仔	12428	zi1/zi3/zai3	duty/responsibility, minutely/young
柔	柔	12389	rou2	soft
俩	倆	12340	lia3/liang3	(a numeral-measure word) two/both, craft/cunning
孟	孟	12274	meng4	first month/eldest brother/(surname)
腐	腐	12264	fu3	decay/rotten
幼	幼	12257	you4	young
践	踐	12242	jian4	fulfill (a promise)/tread/walk
籍	籍	12205	ji2	(surname)/record/register/native place
牧	牧	12193	mu4	shepherd
凉	涼	12156	liang2	cool/cold
牲	牲	12107	sheng1	domestic animal
佳	佳	12061	jia1	excellent
娜	娜	12060	nuo2/na4	elegant/graceful
浓	濃	12016	nong2	concentrated/dense
芳	芳	12015	fang1	fragrant
稿	稿	12012	gao3	manuscript/draft/stalk of grain
竹	竹	12000	zhu2	bamboo
腹	腹	11974	fu4	abdomen/stomach/belly
跌	跌	11967	die1	to drop/to fall/to tumble
逻	邏	11959	luo2	logic/patrol
垂	垂	11949	chui2	to hang (down)/droop/dangle/bend down/hand down/bequeath/nearly/almost/to approach
遵	遵	11935	zun1	to observe/to obey/to follow
脉	脈	11932	mai4	mountain range/pulse
貌	貌	11921	mao4	appearance
柏	柏	11902	bai3/bo4	(surname)/cedar/cypress, cypress/cedar
狱	獄	11886	yu4	prison
猜	猜	11875	cai1	to guess
怜	憐	11848	lian2	to pity
惑	惑	11829	huo4	confuse
陶	陶	11821	tao2	pottery, (surname)/pleased/pottery
兽	獸	11820	shou4	beast/quadruped
帐	帳	11798	zhang4	account/mosquito net/tent/curtain/debt/credit
饰	飾	11794	shi4	adorn/ornaments
贷	貸	11793	dai4	lend on interest/borrow/loan/make excuses/pardon/forgive
昌	昌	11787	chang1	prosperous/flourish
叙	敘	11786	xu4	narrate/abbreviation for Syria
躺	躺	11745	tang3	to recline/to lie down
钢	鋼	11738	gang1	steel
沟	溝	11735	gou1	ditch/gutter
寄	寄	11729	ji4	lodge at/to mail/to send/to entrust/to depend
扶	扶	11659	fu2	to support with hand/to help sb. up/to help
铺	鋪	11654	pu1/pu4	to spread, a store, a bed/a store
邓	鄧	11651	deng4	Deng (Xiaoping)
寿	壽	11646	shou4	(long) life
惧	懼	11644	ju4	to fear
询	詢	11643	xun2	inquire
汤	湯	11620	tang1	(surname)/soup
盗	盜	11595	dao4	steal/rob/plunder/a thief/bandit/robber
肥	肥	11594	fei2	loose-fitting/fat/fertile
尝	嘗	11557	chang2	indicator of past tense/to taste/flavor/already/ever/once/test/already/formerly, to taste
匆	匆	11540	cong1	hurried/hasty
辉	輝	11518	hui1	bright/glorious
奈	奈	11509	nai4	how can one help
扣	扣	11505	kou4	10 percent/button/detain, button
廷	廷	11499	ting2	palace courtyard
澳	澳	11475	ao4	Australia/deep bay/cove/bay/harbor/(abbrev) Macao
嘛	嘛	11474	ma	(a modal particle)
董	董	11450	dong3	(surname)/supervise/to direct/director
迁	遷	11433	qian1	to move/to shift
凝	凝	11409	ning2	congeal/concentrate attention
慰	慰	11379	wei4	reassure
厌	厭	11376	yan4	loathe
脏	髒	11350	zang1/zang4	dirty/filthy, viscera
腾	騰	11343	teng2	to soar/to gallop/to rise/to prance/to hover/to move out
幽	幽	11319	you1	quiet/secluded
怨	怨	11305	yuan4	blame/complain
鞋	鞋	11288	xie2	shoe
丢	丟	11285	diu1	to lose/to put aside/to throw
埋	埋	11246	mai2/man2	bury, to blame
泉	泉	11237	quan2	fountain/spring
涌	湧	11228	yong3	bubble up/rush forth
辖	轄	11213	xia2	have jurisdiction over
躲	躲	11201	duo3	avoid/get out of way/to hide/to go into hiding
晋	晉	11192	jin4	name of a dynasty
紫	紫	11172	zi3	purple
艰	艱	11164	jian1	difficult/hard/hardship
魏	魏	11161	wei4	(surname)/name of a dynasty
吾	吾	11154	wu2	I/my
慌	慌	11149	huang1	nervous
祝	祝	11144	zhu4	invoke/pray to/wish/to express good wishes
邮	郵	11137	you2	post (office)/mail
吐	吐	11132	tu3/tu4	to spit, vomit
狠	狠	11116	hen3	fierce/very
鉴	鑑	11090	jian4	example/mirror/to view/reflection/to reflect/to inspect/to warn/(ancient bronze mirror)
曰	曰	11075	yue1	to speak/to say
械	械	11060	xie4	tools
咬	咬	11029	yao3	bite/nip
邻	鄰	10996	lin2	neighbor/adjacent/close to
赤	赤	10981	chi4	red/scarlet/bare/naked
挤	擠	10920	ji3	crowded/to squeeze
弯	彎	10917	wan1	bend/bent
椅	椅	10917	yi3	chair
陪	陪	10908	pei2	to accompany/to keep sb. company
割	割	10894	ge1	cut off
揭	揭	10892	jie1	lift off (a cover)/divulge
韦	韋	10882	wei2	(surname)/soft leather
悟	悟	10876	wu4	comprehend
聪	聰	10863	cong1	quick at hearing/wise/clever/sharp-witted/intelligent/acute
雾	霧	10856	wu4	fog/mist
锋	鋒	10783	feng1	point or edge of a tool
梯	梯	10738	ti1	ladder
猫	貓	10724	mao1	cat/pussy
祥	祥	10724	xiang2	auspicious/propitious
阔	闊	10722	kuo4	rich/wide/broad
誉	譽	10683	yu4	reputation
筹	籌	10671	chou2	a tally/counter/ticket/plan/devise/manage
丛	叢	10665	cong2	cluster/collection/collection of books/thicket
牵	牽	10641	qian1	lead along
鸣	鳴	10636	ming2	to cry (of birds)
沈	沈	10628	chen2/shen3	sink, (surname)/place name
阁	閣	10595	ge2	council-chamber/shelf
穆	穆	10592	mu4	(surname)/solemn
屈	屈	10591	qu1	bent/feel wronged
旨	旨	10590	zhi3	imperial decree/purport/aim/purpose
袖	袖	10564	xiu4	sleeve
猎	獵	10561	lie4	hunting
臂	臂	10542	bi4	arm
蛇	蛇	10538	she2	snake/serpent
贺	賀	10507	he4	congratulate
柱	柱	10504	zhu4	pillar
抛	拋	10477	pao1	to throw/to toss/to fling/to cast/to abandon
鼠	鼠	10476	shu3	rat/mouse
瑟	瑟	10473	se4	(mus. instr.)
戈	戈	10456	ge1	(surname)/spear
牢	牢	10454	lao2	firm/fast
逊	遜	10444	xun4	to yield
迈	邁	10432	mai4	take a step
欺	欺	10418	qi1	take unfair advantage of/to deceive/to cheat
吨	噸	10403	dun1/dun4	ton, ton
琴	琴	10383	qin2	(mus. instr.)
衰	衰	10367	cui1/shuai1	mourning garments, weak/feeble/decline/wane
瓶	瓶	10361	ping2	bottle/(a measure word)/vase/pitcher
恼	惱	10356	nao3	get mad
燕	燕	10325	yan1/yan4	(surname)/place name, swallow (a type of bird)
仲	仲	10316	zhong4	2nd in seniority
诱	誘	10307	you4	entice/tempt
狼	狼	10295	lang2	wolf
池	池	10289	chi2	pond/reservoir
疼	疼	10279	teng2	(it) hurts/love fondly/ache/pain/sore
卢	盧	10266	lu2	(surname)
仗	仗	10263	zhang4	battle
冠	冠	10217	guan1/guan4	hat/crown/crest/cap, to head
粒	粒	10200	li4	a grain/a granule
遥	遙	10179	yao2	distant/remote/far/far away
吕	呂	10156	lu:3/lv3	(surname)
玄	玄	10151	xuan2	black/mysterious
尘	塵	10137	chen2	dust/dirt/earth
抚	撫	10100	fu3	to comfort/touch gently with hand
浅	淺	10088	jian1/qian3	sound of moving water, shallow
敦	敦	10084	dun1	kind-hearted, kind-hearted/place name
